"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_WCN_Mean_Score",0.936274509803922,"RSA_WCN_Mean_Score"
"2",2,"RSA_WCN_Mean_Score",0.925345622119816,"RSA_WCN_Mean_Score"
"3",3,"RSA_WCN_Mean_Score",0.921658986175115,"RSA_WCN_Mean_Score"
"4",4,"RSA_WCN_Mean_Score",0.926470588235294,"RSA_WCN_Mean_Score"
"5",5,"RSA_WCN_Mean_Score",0.920303605313093,"RSA_WCN_Mean_Score"
"6",6,"RSA_WCN_Mean_Score",0.921252371916509,"RSA_WCN_Mean_Score"
"7",7,"RSA_WCN_Mean_Score",0.925490196078431,"RSA_WCN_Mean_Score"
"8",8,"RSA_WCN_Mean_Score",0.919354838709677,"RSA_WCN_Mean_Score"
"9",9,"RSA_WCN_Mean_Score",0.956862745098039,"RSA_WCN_Mean_Score"
"10",10,"RSA_WCN_Mean_Score",0.924098671726755,"RSA_WCN_Mean_Score"
