"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_WCN_Mean_Score",0.925047438330171,"RSA_WCN_Mean_Score"
"2",2,"RSA_WCN_Mean_Score",0.918406072106262,"RSA_WCN_Mean_Score"
"3",3,"RSA_WCN_Mean_Score",0.922201138519924,"RSA_WCN_Mean_Score"
"4",4,"RSA_WCN_Mean_Score",0.962998102466793,"RSA_WCN_Mean_Score"
"5",5,"RSA_WCN_Mean_Score",0.92843137254902,"RSA_WCN_Mean_Score"
"6",6,"RSA_WCN_Mean_Score",0.915238095238095,"RSA_WCN_Mean_Score"
"7",7,"RSA_WCN_Mean_Score",0.924098671726755,"RSA_WCN_Mean_Score"
"8",8,"RSA_WCN_Mean_Score",0.940196078431373,"RSA_WCN_Mean_Score"
"9",9,"RSA_WCN_Mean_Score",0.92258064516129,"RSA_WCN_Mean_Score"
"10",10,"RSA_WCN_Mean_Score",0.914705882352941,"RSA_WCN_Mean_Score"
